-0,014913702
-0,018109495
0,01917476
-0,014913702
-0,029827404
0,002130529
0
-0,014913702
-0,01917476
-0,003195793
-0,005326322
0,006391587
-0,013848438
-0,031957933
-0,022370553
0,002130529
0,006391587
0,005326322
-0,005326322
-0,023435818
-0,021305289
0
0,001065264
-0,008522115
-0,010652644
-0,020240024
-0,010652644
-0,005326322
-0,004261058
-0,002130529
-0,004261058
-0,010652644
-0,011717909
-0,010652644
-0,00958738
-0,002130529
0
-0,00958738
-0,006391587
-0,002130529
-0,008522115
-0,008522115
-0,011717909
-0,006391587
-0,005326322
-0,003195793
-0,007456851
-0,002130529
-0,00958738
-0,00958738
-0,007456851
-0,001065264
-0,008522115
-0,008522115
-0,008522115
-0,010652644
-0,008522115
-0,004261058
-0,008522115
-0,010652644
-0,010652644
-0,004261058
-0,004261058
-0,007456851
-0,007456851
-0,006391587
-0,002130529
-0,005326322
-0,00958738
-0,007456851
-0,008522115
-0,00958738
-0,00958738
-0,00958738
-0,005326322
0
-0,006391587
-0,012783173
-0,008522115
-0,006391587
-0,007456851
-0,006391587
-0,007456851
-0,007456851
-0,007456851
-0,004261058
-0,007456851
-0,008522115
-0,008522115
-0,003195793
-0,008522115
-0,013848438
-0,005326322
-0,006391587
-0,00958738
-0,010652644
-0,00958738
-0,004261058
-0,003195793
-0,005326322
-0,010652644
-0,005326322
-0,005326322
-0,007456851
-0,014913702
-0,005326322
-0,00958738
-0,012783173
-0,002130529
-0,001065264
-0,008522115
-0,002130529
-0,006391587
-0,008522115
-0,008522115
-0,006391587
-0,00958738
-0,00958738
-0,007456851
-0,003195793
-0,006391587
0,002130529
-0,008522115
-0,010652644
-0,011717909
0
-0,013848438
-0,010652644
-0,006391587
-0,006391587
-0,007456851
0,002130529
-0,004261058
-0,015978967
-0,004261058
-0,008522115
-0,013848438
-0,010652644
-0,002130529
-0,006391587
-0,003195793
-0,007456851
-0,006391587
-0,008522115
-0,005326322
-0,006391587
-0,007456851
-0,005326322
-0,002130529
-0,008522115
-0,010652644
-0,006391587
-0,003195793
-0,011717909
-0,007456851
0,001065264
-0,007456851
-0,008522115
-0,005326322
-0,00958738
-0,011717909
-0,008522115
-0,00958738
-0,00958738
-0,011717909
-0,007456851
-0,008522115
-0,005326322
-0,011717909
-0,00958738
-0,00958738
-0,003195793
-0,007456851
-0,011717909
-0,007456851
0,004261058
-0,013848438
-0,006391587
-0,007456851
-0,008522115
-0,008522115
-0,002130529
-0,008522115
-0,007456851
-0,007456851
-0,00958738
-0,007456851
-0,006391587
-0,007456851
-0,006391587
-0,005326322
-0,008522115
-0,007456851
-0,010652644
-0,006391587
-0,010652644
-0,006391587
-0,008522115
-0,00958738
-0,005326322
-0,007456851
-0,007456851
-0,003195793
-0,006391587
-0,00958738
0
-0,012783173
-0,003195793
-0,007456851
-0,006391587
-0,00958738
-0,005326322
-0,004261058
-0,008522115
-0,001065264
-0,005326322
-0,007456851
-0,008522115
-0,004261058
-0,010652644
-0,005326322
-0,006391587
-0,00958738
-0,00958738
-0,008522115
-0,00958738
-0,00958738
-0,003195793
-0,00958738
-0,007456851
-0,005326322
-0,005326322
-0,007456851
-0,010652644
-0,005326322
-0,004261058
-0,007456851
-0,004261058
-0,007456851
-0,007456851
-0,00958738
-0,006391587
-0,006391587
-0,006391587
-0,008522115
-0,011717909
-0,007456851
-0,008522115
-0,00958738
-0,006391587
-0,005326322
-0,008522115
-0,006391587
-0,00958738
-0,006391587
-0,00958738
-0,00958738
-0,00958738
-0,008522115
-0,005326322
-0,003195793
-0,002130529
-0,008522115
-0,007456851
-0,004261058
-0,006391587
-0,007456851
-0,003195793
-0,006391587
-0,008522115
-0,006391587
-0,007456851
-0,012783173
-0,00958738
-0,004261058
-0,010652644
-0,007456851
-0,00958738
-0,004261058
-0,007456851
-0,007456851
-0,007456851
-0,007456851
-0,007456851
-0,012783173
-0,003195793
-0,008522115
-0,00958738
-0,008522115
-0,007456851
-0,006391587
-0,011717909
-0,007456851
-0,007456851
-0,008522115
-0,007456851
-0,00958738
-0,00958738
-0,005326322
-0,011717909
-0,00958738
-0,002130529
-0,008522115
-0,002130529
-0,004261058
-0,005326322
-0,004261058
-0,007456851
-0,010652644
-0,001065264
-0,006391587
-0,008522115
-0,006391587
-0,008522115
-0,00958738
-0,008522115
-0,006391587
-0,007456851
-0,007456851
-0,008522115
-0,008522115
-0,010652644
-0,00958738
-0,008522115
-0,006391587
-0,003195793
-0,007456851
-0,006391587
-0,004261058
-0,007456851
-0,007456851
-0,006391587
-0,007456851
-0,006391587
-0,004261058
-0,00958738
-0,00958738
-0,005326322
-0,010652644
-0,008522115
-0,005326322
-0,006391587
-0,006391587
-0,005326322
-0,005326322
-0,005326322
-0,106526444
-0,049002164
-0,043675842
-0,116113824
-0,167246516
-0,248206614
-0,427171039
-0,539023805
-0,671116595
-0,854342078
-0,955542199
-0,939563232
-0,941693761
-0,92464953
-0,749946163
-0,693487148
-0,617853373
-0,508131136
-0,485760583
-0,506000607
-0,479368996
-0,492152169
-0,493217434
-0,423975245
-0,35792885
-0,316383537
-0,217313945
-0,152332814
-0,078829568
-0,005326322
0,044741106
0,121440146
0,214118152
0,279099282
0,364320437
0,420779452
0,5091964
0,584830175
0,588025969
0,592287026
0,598678613
0,6050702
0,592287026
0,560329093
0,526240631
0,49002164
0,456998443
0,41545313
0,426105774
0,449541592
0,431432097
0,44421527
0,404800486
0,351537264
0,347276206
0,33129724
0,28336034
0,298274042
0,286556133
0,256728729
0,263120316
0,276968753
0,268446638
0,252467671
0,121440146
-0,023435818
0,018109495
-0,059654808
0,075633775
0,026631611
-0,025566346
0,002130529
0,001065264
0,004261058
-0,011717909
-0,015978967
-0,040480049
0,005326322
0,018109495
-0,007456851
-0,025566346
-0,006391587
-0,002130529
0,002130529
-0,012783173
-0,012783173
-0,012783173
0,003195793
0,001065264
-0,011717909
-0,007456851
-0,004261058
0,002130529
-0,006391587
-0,014913702
-0,008522115
-0,003195793
-0,002130529
-0,00958738
-0,011717909
-0,010652644
-0,004261058
-0,002130529
-0,012783173
-0,011717909
-0,006391587
-0,007456851
-0,011717909
-0,010652644
-0,003195793
-0,005326322
-0,007456851
-0,010652644
-0,00958738
-0,008522115
-0,005326322
-0,002130529
-0,010652644
-0,006391587
-0,007456851
-0,006391587
-0,003195793
-0,007456851
-0,008522115
-0,008522115
-0,008522115
-0,00958738
-0,005326322
-0,003195793
-0,005326322
-0,00958738
-0,006391587
-0,007456851
-0,010652644
-0,006391587
-0,007456851
-0,011717909
-0,008522115
-0,006391587
-0,00958738
-0,008522115
-0,006391587
-0,00958738
-0,00958738
-0,011717909
-0,003195793
-0,008522115
-0,00958738
-0,008522115
-0,010652644
-0,006391587
-0,008522115
-0,004261058
-0,011717909
-0,006391587
-0,004261058
-0,007456851
-0,011717909
-0,004261058
-0,007456851
-0,008522115
-0,007456851
-0,008522115
-0,010652644
-0,003195793
-0,007456851
-0,010652644
-0,008522115
-0,007456851
-0,006391587
-0,005326322
-0,005326322
-0,005326322
-0,003195793
-0,003195793
-0,011717909
-0,00958738
-0,008522115
-0,005326322
-0,005326322
-0,00958738
-0,008522115
-0,00958738
